Transaction_ID,Customer_ID,Transaction_Amount,Transaction_Type,Transaction_Location,Transaction_Time,Device_Used,Account_Age,Credit_Score,Previous_Fraud,Is_Fraud
T8783,C4949,6910.63,Online Payment,"Sarahhaven, Tuvalu",2025-01-30 23:17:40,Mobile,17,613,1,0
T8784,C9388,306.94,Withdrawal,"South Jeffreytown, Fiji",2025-01-10 17:25:00,ATM,13,400,1,1
T8785,C1943,3753.79,Withdrawal,"South Kristinville, Ukraine",2025-02-11 13:18:20,POS Terminal,5,748,1,1
T8786,C5568,5208.47,Transfer,"Lake Amanda, South Africa",2025-02-06 23:44:42,ATM,18,332,0,0
T8787,C7195,5485.25,Online Payment,"Moralesmouth, Solomon Islands",2025-01-27 23:41:46,POS Terminal,14,797,0,0
T8788,C8529,2407.07,Withdrawal,"East Frederickfurt, Samoa",2025-02-06 07:16:16,ATM,14,563,1,0
T8789,C8405,2525.97,Transfer,"Weaverland, Niger",2025-01-04 07:27:57,POS Terminal,6,713,0,0
T8790,C5995,2576.39,Online Payment,"Lake Scott, Sierra Leone",2025-01-01 21:38:53,ATM,3,422,0,1
T8791,C1793,2226.9,Deposit,"South Sarahport, Mayotte",2025-01-07 01:48:03,ATM,10,791,1,0
T8792,C3175,7531.66,Online Payment,"Herreraton, Saint Helena",2025-01-26 01:13:12,Mobile,4,462,0,0
T8793,C7223,6276.51,Deposit,"North Laurafurt, Saint Martin",2025-01-30 00:01:51,POS Terminal,11,537,1,1
T8794,C2788,1438.03,Online Payment,"South Maryfurt, Monaco",2025-01-12 04:07:39,ATM,10,781,1,0
T8795,C8250,7483.87,Deposit,"Port Jacquelineton, Puerto Rico",2025-02-10 09:11:48,Web,2,765,0,0
T8796,C8091,8277.49,Online Payment,"Daleville, Heard Island and McDonald Islands",2025-01-29 14:28:54,Web,4,615,1,1
T8797,C7892,8772.94,Withdrawal,"New John, Singapore",2025-02-15 02:58:35,Web,4,533,0,1
T8798,C3554,6587.37,Deposit,"Lake Charlottefurt, Brunei Darussalam",2025-01-28 05:14:44,Mobile,5,847,0,0
T8799,C2003,4989.29,Online Payment,"South Colleen, Saint Martin",2025-01-19 18:32:26,POS Terminal,16,648,1,1
T8800,C9594,6605.93,Withdrawal,"Kimberlybury, Bouvet Island (Bouvetoya)",2025-02-08 11:43:02,Mobile,9,450,1,1
T8801,C1717,214.61,Online Payment,"Lake Erik, Macao",2025-02-12 22:44:51,Mobile,14,354,1,1
T8802,C6531,9834.23,Withdrawal,"Lake Anthony, Togo",2025-01-21 23:05:17,Mobile,19,769,0,0
T8803,C1531,3911.74,Online Payment,"Kaufmanfurt, Sri Lanka",2025-01-15 05:10:54,POS Terminal,15,516,0,0
T8804,C3582,4239.48,Withdrawal,"Sellershaven, Colombia",2025-02-09 03:58:20,Mobile,8,668,1,0
T8805,C8775,1126.57,Withdrawal,"New Justin, Slovenia",2025-02-03 00:23:59,Mobile,15,643,0,0
T8806,C3437,8396.63,Deposit,"East Tiffanytown, Argentina",2025-01-21 10:24:48,Web,10,766,1,0
T8807,C7921,5431.93,Transfer,"Murphymouth, New Caledonia",2025-01-18 06:30:28,Mobile,20,743,0,0
T8808,C7683,8336.22,Deposit,"Amandastad, Lithuania",2025-01-14 21:57:09,Web,15,608,1,1
T8809,C3723,9784.49,Withdrawal,"Jordanmouth, Japan",2025-01-17 02:20:04,Mobile,17,570,1,0
T8810,C3953,5749.89,Transfer,"Lake Danielleburgh, Montenegro",2025-01-11 23:38:32,POS Terminal,8,718,1,1
T8811,C2825,6436.37,Transfer,"Derekbury, Panama",2025-02-05 16:23:24,POS Terminal,10,634,1,0
T8812,C4188,5116.01,Withdrawal,"East Derek, Pakistan",2025-01-16 16:29:01,Web,13,794,0,0
T8813,C3605,9186.21,Withdrawal,"Kimbury, Papua New Guinea",2025-01-26 04:08:46,Mobile,7,580,1,1
T8814,C1722,6874.35,Deposit,"North Angelachester, Guatemala",2025-01-25 09:48:06,Mobile,16,762,0,0
T8815,C1315,5711.43,Online Payment,"Port Maryside, Angola",2025-01-03 18:22:06,Web,18,648,0,0
T8816,C1397,297.27,Online Payment,"Shirleyborough, Dominican Republic",2025-02-14 01:29:30,POS Terminal,7,590,1,0
T8817,C2364,9399.81,Deposit,"New Brenda, Nepal",2025-01-13 07:39:47,Mobile,11,529,0,1
T8818,C6197,4042.17,Transfer,"Warrenhaven, Heard Island and McDonald Islands",2025-01-06 13:22:39,POS Terminal,10,520,1,1
T8819,C6798,478.26,Deposit,"South Kimberly, Vanuatu",2025-02-01 19:09:40,ATM,14,549,1,0
T8820,C7461,6813.45,Deposit,"West Zoeville, Ghana",2025-01-01 10:35:24,ATM,8,449,0,0
T8821,C7220,5700.76,Deposit,"Johnland, Martinique",2025-02-02 03:53:10,ATM,1,626,0,0
T8822,C1653,8256.36,Deposit,"Port Carlosview, British Virgin Islands",2025-02-13 12:30:00,POS Terminal,19,822,0,0
T8823,C4276,9594.39,Online Payment,"Lake Carolinehaven, Northern Mariana Islands",2025-01-17 00:26:28,Web,3,704,0,0
T8824,C5390,9906.84,Transfer,"Jonathanbury, Bosnia and Herzegovina",2025-01-03 04:04:51,Mobile,19,694,0,0
T8825,C7229,4574.69,Online Payment,"Markburgh, Ecuador",2025-02-07 06:31:01,ATM,1,503,0,0
T8826,C6880,9829.94,Deposit,"Lake Sierraville, Saint Kitts and Nevis",2025-01-05 00:46:51,POS Terminal,17,675,0,0
T8827,C8050,7681.83,Transfer,"Moorefurt, Montserrat",2025-02-08 23:28:37,Mobile,11,737,1,0
T8828,C3747,8274.29,Withdrawal,"Lake Diana, Moldova",2025-01-01 05:26:31,Mobile,19,740,1,0
T8829,C8142,8187.76,Transfer,"North Dianemouth, Qatar",2025-01-25 23:37:56,Mobile,5,653,0,0
T8830,C9650,3948.41,Deposit,"Greenshire, Equatorial Guinea",2025-01-29 01:32:26,Mobile,15,822,0,0
T8831,C1912,7096.79,Transfer,"New Judy, Moldova",2025-01-18 23:39:48,POS Terminal,11,320,1,0
T8832,C3441,9523.52,Withdrawal,"Emmaview, Malaysia",2025-02-09 04:07:27,POS Terminal,12,316,1,0
T8833,C6801,7484.15,Deposit,"South Kathleen, Western Sahara",2025-01-27 22:22:56,Mobile,13,731,1,1
T8834,C2863,2981.3,Online Payment,"Port Jameshaven, Angola",2025-02-09 16:41:22,Web,14,581,1,1
T8835,C2607,623.69,Deposit,"Lake Kathryn, Cote d'Ivoire",2025-02-08 04:27:09,Web,11,836,1,1
T8836,C7193,9742.34,Deposit,"East Jessicaville, Sudan",2025-02-13 15:07:18,ATM,13,627,0,0
T8837,C5213,4052.68,Transfer,"East Tanya, Mozambique",2025-01-28 08:51:54,POS Terminal,13,335,1,0
T8838,C5184,357.91,Withdrawal,"Lake Breanna, Malaysia",2025-01-04 23:04:37,POS Terminal,17,653,1,1
T8839,C3986,9053.48,Deposit,"New Rebeccaview, Saudi Arabia",2025-02-03 20:31:53,Web,2,661,1,0
T8840,C1184,5706.35,Deposit,"North Danielview, Heard Island and McDonald Islands",2025-01-06 10:00:44,Web,10,795,1,1
T8841,C7541,357.86,Online Payment,"West Angela, Slovakia (Slovak Republic)",2025-01-04 18:41:50,ATM,7,553,1,1
T8842,C7974,6184.28,Withdrawal,"South Davidland, Peru",2025-01-23 06:33:03,ATM,7,566,1,1
T8843,C2278,2388.03,Withdrawal,"Heathermouth, Germany",2025-02-02 04:04:50,POS Terminal,18,584,0,0
T8844,C2714,6588.78,Transfer,"Amandaview, Argentina",2025-01-01 04:24:17,ATM,19,639,1,1
T8845,C6675,8422.59,Deposit,"Crystalport, Netherlands Antilles",2025-02-10 09:21:51,Web,13,817,0,0
T8846,C8420,8852.39,Transfer,"Michaelhaven, Nauru",2025-01-19 07:13:03,ATM,1,627,0,0
T8847,C7709,8639.93,Deposit,"Timothybury, Honduras",2025-02-13 07:55:52,Mobile,12,812,0,0
T8848,C2077,1033.62,Withdrawal,"Davisland, Ireland",2025-02-09 01:54:36,ATM,6,475,1,0
T8849,C6684,9926.09,Deposit,"Lake Joy, Monaco",2025-02-15 01:50:16,Web,4,575,1,0
T8850,C9446,2348.2,Transfer,"Shellyborough, Costa Rica",2025-02-11 10:13:37,Web,2,488,1,1
T8851,C3743,7876.89,Online Payment,"Lake David, Antigua and Barbuda",2025-01-17 13:52:08,Mobile,4,760,1,1
T8852,C3778,2117.48,Transfer,"Alexandraside, Reunion",2025-02-03 21:09:04,ATM,18,764,1,0
T8853,C4050,6251.77,Online Payment,"Williamsville, Germany",2025-01-27 05:58:12,Mobile,6,310,0,0
T8854,C6960,5435.29,Withdrawal,"Bruceton, Nicaragua",2025-01-07 06:09:38,POS Terminal,19,367,0,0
T8855,C6302,5577.7,Withdrawal,"Samanthatown, Congo",2025-02-08 07:29:51,ATM,15,547,1,1
T8856,C4247,1579.17,Withdrawal,"New Daniel, Uganda",2025-01-05 20:47:58,Mobile,9,726,1,0
T8857,C9577,1697.68,Deposit,"New William, Azerbaijan",2025-02-08 20:36:46,ATM,7,325,1,0
T8858,C7952,2622.29,Withdrawal,"Davisland, Timor-Leste",2025-02-12 12:20:12,ATM,20,469,1,1
T8859,C8740,6388.18,Withdrawal,"South Natasha, Bulgaria",2025-01-26 17:30:55,POS Terminal,1,451,0,0
T8860,C7139,1911.45,Withdrawal,"Ingramland, Afghanistan",2025-01-19 14:50:47,Web,12,552,1,0
T8861,C1187,319.53,Online Payment,"Westshire, Nigeria",2025-01-27 17:00:46,Mobile,8,336,0,1
T8862,C8041,902.46,Transfer,"Tonychester, Iraq",2025-02-03 10:29:12,POS Terminal,4,567,0,1
T8863,C6761,4267.04,Withdrawal,"North Jamie, Palestinian Territory",2025-01-02 08:49:55,Mobile,3,585,1,0
T8864,C8738,8983.24,Deposit,"Dawsonshire, French Guiana",2025-02-13 10:13:13,Mobile,20,455,1,1
T8865,C7808,6003.68,Transfer,"East Melissa, Andorra",2025-01-21 02:56:59,Mobile,16,806,1,0
T8866,C1124,665.77,Online Payment,"Bellmouth, Fiji",2025-01-09 00:32:35,POS Terminal,8,374,1,1
T8867,C2220,283.79,Transfer,"Maryburgh, Jersey",2025-02-14 11:39:35,Web,19,534,1,0
T8868,C4785,5803.16,Deposit,"Molinabury, Maldives",2025-01-02 08:12:13,Web,9,826,0,0
T8869,C6994,8095.46,Deposit,"Lake Dennismouth, Iran",2025-01-27 10:49:08,Mobile,2,692,1,0
T8870,C2342,4057.8,Withdrawal,"Xavierview, Benin",2025-02-03 03:31:08,Web,14,439,1,0
T8871,C9669,2728.33,Deposit,"Lake Kathleen, Armenia",2025-01-04 01:44:13,Web,12,431,1,1
T8872,C3411,6267.84,Online Payment,"Davismouth, Netherlands",2025-01-24 21:33:15,ATM,7,702,0,0
T8873,C1996,5281.93,Online Payment,"New Justin, South Georgia and the South Sandwich Islands",2025-01-08 12:05:49,Mobile,12,385,1,1
T8874,C4901,5664.3,Withdrawal,"Contreraschester, Macao",2025-01-03 14:14:57,ATM,15,800,1,1
T8875,C1907,8293.46,Withdrawal,"South Williamport, Nicaragua",2025-01-11 16:09:04,Web,14,466,0,0
T8876,C5946,5001.87,Deposit,"New Shellytown, Bulgaria",2025-02-09 23:10:58,Web,4,336,0,1
T8877,C3949,9205.02,Withdrawal,"Jessicaburgh, Dominica",2025-01-28 06:47:27,ATM,18,610,0,0
T8878,C8053,1782.94,Withdrawal,"East Glenhaven, Macao",2025-01-06 03:00:01,POS Terminal,17,539,1,0
T8879,C9022,2796.73,Online Payment,"Port Alan, Latvia",2025-01-12 09:51:44,Mobile,11,562,1,1
T8880,C9946,1147.67,Deposit,"East Evelynfort, New Caledonia",2025-01-07 06:16:51,Mobile,15,482,0,0
T8881,C9196,5692.01,Transfer,"Margaretport, El Salvador",2025-02-05 11:39:10,Mobile,20,666,0,1
T8882,C3200,4569.93,Deposit,"Lindaborough, Peru",2025-02-13 03:17:21,ATM,20,544,0,0
T8883,C2840,7148.91,Deposit,"Lake Robinside, Senegal",2025-02-05 07:36:24,Mobile,19,511,0,1
T8884,C9997,7523.58,Deposit,"Lake Lisafurt, Isle of Man",2025-01-21 05:38:25,Web,3,515,1,1
T8885,C5630,6366.08,Transfer,"Robinsonburgh, Bhutan",2025-02-08 07:41:57,ATM,3,317,0,0
T8886,C1192,3248.52,Deposit,"Caitlynshire, Bahrain",2025-01-24 14:32:43,Mobile,12,783,0,0
T8887,C7641,8227.95,Transfer,"Lake Ashley, Thailand",2025-01-14 23:19:11,ATM,16,563,1,0
T8888,C3902,3339.7,Deposit,"Port Sandraland, Saint Kitts and Nevis",2025-02-14 22:59:41,ATM,9,730,0,0
T8889,C4968,405.88,Online Payment,"Adamville, Myanmar",2025-01-05 20:26:01,ATM,11,526,0,0
T8890,C3893,2574.23,Online Payment,"Frankfurt, Nigeria",2025-01-12 15:04:55,ATM,9,637,0,0
T8891,C1145,2718.83,Transfer,"East Christophertown, South Georgia and the South Sandwich Islands",2025-01-16 03:57:45,ATM,12,804,0,0
T8892,C7001,8756.45,Withdrawal,"East Amychester, Nepal",2025-01-21 00:33:32,Mobile,13,807,0,1
T8893,C8133,6075.82,Online Payment,"Millerstad, Palau",2025-01-02 15:50:46,POS Terminal,20,395,0,1
T8894,C9455,1617.52,Withdrawal,"Meyerside, Cyprus",2025-02-04 11:05:57,POS Terminal,20,543,1,1
T8895,C7663,300.44,Online Payment,"Davidburgh, Montenegro",2025-01-09 03:39:20,POS Terminal,14,578,0,0
T8896,C9696,683.84,Transfer,"Meyersland, Suriname",2025-02-14 02:07:25,ATM,4,792,0,0
T8897,C3499,9445.29,Online Payment,"Traceyville, Slovenia",2025-01-30 08:02:59,Mobile,8,439,1,0
T8898,C5392,9400.71,Transfer,"Woodshaven, Fiji",2025-01-20 02:19:23,POS Terminal,12,362,1,1
T8899,C6512,8731.01,Deposit,"South Patrickburgh, Hong Kong",2025-01-24 10:45:15,Web,20,406,0,0
T8900,C2909,3847.8,Withdrawal,"New Aliciachester, Philippines",2025-02-05 18:34:32,POS Terminal,10,683,1,1
T8901,C3801,5670.42,Transfer,"North Sharon, French Guiana",2025-01-30 23:48:25,POS Terminal,12,464,1,0
T8902,C7949,4854.2,Transfer,"Davidsonshire, Palestinian Territory",2025-01-17 17:49:32,Mobile,6,323,1,0
T8903,C3361,2306.48,Online Payment,"Lake Lisa, Korea",2025-01-07 17:20:50,Web,18,671,1,0
T8904,C3268,716.5,Deposit,"Turnermouth, Slovakia (Slovak Republic)",2025-01-23 00:12:44,ATM,8,680,1,1
T8905,C9522,6926.89,Online Payment,"Sandersborough, Greece",2025-02-03 23:22:46,ATM,11,468,1,1
T8906,C6509,6648.6,Withdrawal,"New Angela, Antarctica (the territory South of 60 deg S)",2025-01-24 09:49:30,ATM,7,439,0,0
T8907,C3875,3703.45,Deposit,"Port Justinburgh, Thailand",2025-02-07 22:20:15,ATM,12,808,0,0
T8908,C7423,191.95,Transfer,"North Michael, Greenland",2025-01-25 18:04:47,Web,1,666,0,0
T8909,C2908,6156.34,Transfer,"North Adamview, Panama",2025-02-16 02:55:30,Mobile,16,781,1,0
T8910,C9866,2545.71,Online Payment,"Port Nicolasberg, Aruba",2025-02-06 09:10:18,Web,14,827,1,0
T8911,C3374,6289.77,Transfer,"Jonville, Hungary",2025-01-23 23:25:48,POS Terminal,13,737,0,0
T8912,C4725,325.64,Withdrawal,"East Amanda, French Southern Territories",2025-02-13 13:54:08,ATM,10,350,1,0
T8913,C3448,7247.74,Online Payment,"North Francismouth, Saint Pierre and Miquelon",2025-01-09 00:49:22,Mobile,14,537,1,1
T8914,C1315,6748.21,Transfer,"Jonathantown, Serbia",2025-01-12 15:22:42,ATM,15,651,0,0
T8915,C6825,2982.33,Withdrawal,"Michelleborough, Anguilla",2025-01-28 12:41:49,POS Terminal,11,567,1,1
T8916,C3827,6657.07,Transfer,"Mannfort, Burundi",2025-02-10 16:43:47,POS Terminal,2,494,1,1
T8917,C2678,6960.48,Transfer,"Castillotown, Puerto Rico",2025-01-21 06:35:20,Mobile,6,344,1,0
T8918,C8381,1006.15,Deposit,"Lake Melissa, Liechtenstein",2025-02-13 17:22:27,POS Terminal,6,474,1,0
T8919,C9048,9941.78,Withdrawal,"New Shawn, Malaysia",2025-01-20 17:22:52,POS Terminal,10,360,1,1
T8920,C4123,1547.21,Online Payment,"Lake Ryan, Czech Republic",2025-01-17 09:42:40,POS Terminal,17,612,1,0
T8921,C3090,1222.49,Withdrawal,"West Erin, Argentina",2025-01-25 07:11:11,ATM,2,382,1,0
T8922,C3403,8520.52,Withdrawal,"Port Marcberg, Sierra Leone",2025-01-31 01:57:00,ATM,7,398,0,1
T8923,C7850,771.2,Deposit,"Port Shawn, Pitcairn Islands",2025-02-06 09:38:53,Web,3,514,0,0
T8924,C6470,9808.33,Withdrawal,"Johnsonstad, Latvia",2025-01-04 07:40:03,ATM,8,530,0,0
T8925,C5591,6936.85,Transfer,"New Deniseshire, Western Sahara",2025-01-03 11:44:27,ATM,11,772,0,0
T8926,C4432,7205.49,Transfer,"Davisshire, Vanuatu",2025-01-27 05:22:19,POS Terminal,15,468,0,0
T8927,C6507,237.39,Deposit,"Singhland, Kiribati",2025-02-16 05:30:08,Mobile,15,487,1,1
T8928,C7741,7724.34,Deposit,"Port Joseph, Martinique",2025-01-28 23:07:28,Mobile,9,690,0,0
T8929,C5792,3136.95,Online Payment,"Lake Nathaniel, Kazakhstan",2025-01-02 00:47:15,POS Terminal,17,595,1,0
T8930,C9033,979.83,Online Payment,"Amandaton, Equatorial Guinea",2025-01-05 23:36:08,Web,12,457,0,0
T8931,C7274,7176.91,Withdrawal,"West Alisonland, Christmas Island",2025-01-20 21:45:04,POS Terminal,6,493,1,0
T8932,C5712,3992.44,Withdrawal,"Petersfort, Jersey",2025-01-19 08:29:15,Web,8,441,1,0
T8933,C2236,8852.01,Transfer,"Timothystad, Armenia",2025-01-14 15:45:04,POS Terminal,13,327,1,0
T8934,C1379,7885.53,Deposit,"Jessicaberg, Bolivia",2025-01-01 05:45:45,Mobile,18,319,1,1
T8935,C5094,5353.0,Transfer,"West Dalemouth, Czech Republic",2025-01-29 17:22:22,ATM,15,361,0,0
T8936,C4014,4259.25,Withdrawal,"Amberton, Grenada",2025-01-27 14:04:41,Web,8,629,0,0
T8937,C3189,2869.77,Withdrawal,"Garrettstad, Tuvalu",2025-01-15 09:25:47,POS Terminal,2,728,1,1
T8938,C9448,7565.83,Transfer,"North Jamieville, Mauritius",2025-02-12 06:02:42,Mobile,13,305,0,0
T8939,C8369,297.37,Online Payment,"Williamsstad, Montserrat",2025-02-06 23:51:41,Mobile,15,429,1,1
T8940,C3325,4188.49,Online Payment,"West Debbieborough, Lebanon",2025-01-20 04:13:00,POS Terminal,12,381,1,0
T8941,C2617,8942.53,Deposit,"Allenside, China",2025-02-04 13:41:28,Web,19,452,1,1
T8942,C5564,3538.48,Withdrawal,"Gordonstad, Bahrain",2025-02-08 12:48:53,ATM,4,420,0,0
T8943,C3341,4120.02,Deposit,"Lake Brenda, Lesotho",2025-01-21 08:20:41,POS Terminal,15,635,0,0
T8944,C8142,5922.02,Transfer,"Meyersfurt, Uganda",2025-02-08 02:59:22,Mobile,19,453,1,1
T8945,C5700,8904.66,Transfer,"Nicoleborough, Angola",2025-01-10 19:40:50,Web,15,732,0,0
T8946,C4897,6889.03,Transfer,"Collinsview, Kazakhstan",2025-02-07 18:26:42,Mobile,18,802,0,0
T8947,C4960,1952.21,Deposit,"Johnhaven, Oman",2025-01-20 15:14:00,Mobile,10,810,0,0
T8948,C1603,9338.38,Online Payment,"Lake Jeffreyfort, Mozambique",2025-01-29 04:00:04,ATM,20,738,1,0
T8949,C4571,1136.67,Withdrawal,"Robinbury, Togo",2025-02-16 00:36:49,POS Terminal,18,438,1,0
T8950,C4171,8222.86,Transfer,"Matthewberg, Kenya",2025-02-15 04:58:25,Mobile,6,702,0,0
T8951,C1434,9241.03,Deposit,"South Sara, Jersey",2025-01-19 17:56:06,Web,17,622,1,1
T8952,C3171,797.4,Deposit,"South Christopher, Barbados",2025-01-06 20:01:39,ATM,14,425,1,1
T8953,C4809,4934.74,Online Payment,"East Lisa, Fiji",2025-01-06 03:40:19,POS Terminal,1,662,0,0
T8954,C3666,3070.26,Transfer,"East Williammouth, Guam",2025-01-11 09:13:07,POS Terminal,7,508,0,0
T8955,C5747,1382.84,Withdrawal,"South Barbara, New Caledonia",2025-02-03 23:34:54,POS Terminal,2,652,1,1
T8956,C4516,342.94,Deposit,"Johnton, Saint Lucia",2025-01-13 11:32:43,Mobile,16,835,0,0
T8957,C9538,4359.13,Withdrawal,"North Pamela, Zambia",2025-01-08 15:14:19,Web,11,745,0,0
T8958,C6459,4549.44,Transfer,"Rogerberg, Malta",2025-01-14 05:10:55,POS Terminal,20,847,0,0
T8959,C4744,298.51,Transfer,"Lake Jerry, Ethiopia",2025-01-21 12:52:14,ATM,12,634,0,0
T8960,C8109,4695.18,Deposit,"North Karentown, Israel",2025-01-11 07:22:52,Mobile,20,526,0,0
T8961,C1025,9368.96,Withdrawal,"Johnsonstad, Nigeria",2025-02-09 19:06:32,Mobile,16,745,0,1
T8962,C3094,3483.38,Online Payment,"New James, Cape Verde",2025-01-16 01:03:15,Mobile,14,551,1,0
T8963,C2831,7284.4,Withdrawal,"Wadechester, Bouvet Island (Bouvetoya)",2025-02-04 08:45:54,Web,6,457,0,1
T8964,C8464,5232.95,Withdrawal,"South Tara, Cyprus",2025-01-30 11:30:11,Web,10,603,0,0
T8965,C2038,8809.35,Deposit,"Ortizfurt, China",2025-01-13 10:06:11,Mobile,10,629,0,0
T8966,C9831,1660.47,Transfer,"Hernandezchester, Togo",2025-01-19 06:09:38,Mobile,2,754,1,1
T8967,C4848,9959.83,Transfer,"Shepherdbury, Iceland",2025-01-13 00:00:23,ATM,15,356,1,1
T8968,C4495,8732.23,Withdrawal,"Port Vanessa, Solomon Islands",2025-02-13 23:05:00,Mobile,14,706,1,0
T8969,C1132,1601.28,Withdrawal,"Kylefort, Nepal",2025-01-18 22:17:03,ATM,15,632,1,1
T8970,C1580,4820.99,Deposit,"Davidfurt, Georgia",2025-01-24 08:46:25,Web,9,461,1,0
T8971,C1248,3695.32,Transfer,"South Thomas, Wallis and Futuna",2025-02-11 15:53:56,Mobile,3,693,1,1
T8972,C1041,7893.53,Withdrawal,"Shannonstad, Cote d'Ivoire",2025-01-16 16:25:51,Web,11,656,1,1
T8973,C9006,1126.04,Transfer,"Donport, Grenada",2025-02-13 23:14:28,ATM,13,451,1,0
T8974,C8932,3436.57,Deposit,"Whiteport, Yemen",2025-01-08 17:42:00,Mobile,1,817,1,0
T8975,C9462,5502.19,Transfer,"Port Carlamouth, Zambia",2025-01-18 14:03:08,Web,20,524,1,1
T8976,C9216,934.36,Withdrawal,"Port Mary, Vietnam",2025-02-06 01:26:32,ATM,2,784,0,1
T8977,C2318,7106.83,Online Payment,"Carrieland, Panama",2025-01-02 10:31:15,Mobile,10,688,1,1
T8978,C3543,7212.99,Transfer,"New Shawnview, Seychelles",2025-01-27 09:01:50,POS Terminal,17,636,0,0
T8979,C4919,1331.03,Transfer,"North Aliciaville, Swaziland",2025-01-28 08:39:45,Mobile,7,703,0,0
T8980,C7581,6584.58,Withdrawal,"Lanestad, Comoros",2025-01-09 18:28:25,Web,6,782,0,0
T8981,C6849,4028.64,Online Payment,"North Andrewbury, Suriname",2025-01-01 20:02:52,ATM,13,646,0,0
T8982,C4593,8998.12,Deposit,"Patrickton, Botswana",2025-01-04 23:38:49,Mobile,19,407,0,0
T8983,C6178,2138.0,Transfer,"Chelseamouth, Cuba",2025-02-08 07:10:43,POS Terminal,16,658,0,0
T8984,C8957,5007.71,Deposit,"Lake Dawn, Suriname",2025-02-07 10:37:09,POS Terminal,10,830,1,0
T8985,C8447,4572.9,Deposit,"Theodorefurt, China",2025-02-10 19:38:51,Web,3,496,0,0
T8986,C1947,766.18,Transfer,"Ryanside, Israel",2025-02-09 20:27:58,ATM,16,602,0,0
T8987,C9622,8834.43,Withdrawal,"Conradmouth, Canada",2025-01-10 01:53:20,Mobile,6,445,1,1
T8988,C1805,5330.83,Withdrawal,"Alexisland, United States Virgin Islands",2025-01-01 17:54:05,ATM,9,383,0,1
T8989,C4123,9155.44,Online Payment,"Hartbury, Austria",2025-01-04 05:54:57,Web,11,560,1,0
T8990,C3720,4319.64,Deposit,"East Deborah, Slovakia (Slovak Republic)",2025-02-13 22:07:04,ATM,7,623,1,0
T8991,C8770,5338.85,Deposit,"Andreston, Cuba",2025-01-06 13:59:37,ATM,14,369,0,0
T8992,C2055,631.94,Online Payment,"Brandyborough, Ukraine",2025-01-24 02:26:19,POS Terminal,6,635,0,0
T8993,C6317,3164.37,Deposit,"North Randy, Mali",2025-02-02 04:54:03,POS Terminal,3,640,0,0
T8994,C2422,6940.09,Withdrawal,"Lake Megan, Korea",2025-02-06 23:56:40,Web,1,533,1,0
T8995,C8415,9012.47,Online Payment,"New Nicholas, Tuvalu",2025-01-16 16:18:36,ATM,17,437,0,1
T8996,C1405,507.57,Deposit,"Khanview, Iceland",2025-02-02 05:02:59,POS Terminal,3,447,1,0
T8997,C7296,2860.48,Online Payment,"South Kenneth, South Georgia and the South Sandwich Islands",2025-01-13 16:52:43,Mobile,3,618,0,0
T8998,C7483,7015.1,Withdrawal,"North Thomas, Iraq",2025-02-03 14:10:36,POS Terminal,18,664,0,0
T8999,C6620,1636.01,Online Payment,"Zacharychester, Jordan",2025-01-12 20:54:50,Web,7,744,0,0
T9000,C9545,3960.44,Withdrawal,"Jamesville, Antigua and Barbuda",2025-01-31 08:09:07,ATM,4,443,1,1
T9001,C2969,8345.76,Online Payment,"Ericaborough, Guadeloupe",2025-02-13 01:42:30,ATM,3,574,0,0
T9002,C2933,4569.42,Withdrawal,"Stonemouth, India",2025-01-17 03:28:08,ATM,5,547,0,0
T9003,C8102,8182.45,Deposit,"Lake James, Rwanda",2025-02-04 00:37:55,ATM,2,545,0,0
T9004,C9219,4686.18,Online Payment,"Turnerberg, Zimbabwe",2025-01-20 03:45:26,Mobile,7,310,0,1
T9005,C4719,3261.87,Deposit,"Port Jesus, Andorra",2025-01-18 17:48:59,Mobile,4,650,0,0
T9006,C4083,3308.84,Deposit,"Lake Paige, Togo",2025-01-29 12:14:50,POS Terminal,2,433,1,0
T9007,C7808,6548.49,Online Payment,"New Randyview, Cape Verde",2025-01-20 23:36:05,POS Terminal,15,817,1,1
T9008,C2882,1776.28,Transfer,"East Barbara, Canada",2025-02-08 03:13:25,Mobile,4,668,1,1
T9009,C7941,4725.51,Withdrawal,"Silvaburgh, Latvia",2025-01-19 01:17:25,ATM,16,649,1,0
T9010,C2651,8833.12,Transfer,"North Sandrafurt, Georgia",2025-02-10 16:02:44,Web,3,364,0,0
T9011,C1808,6335.99,Transfer,"North Erica, Myanmar",2025-01-01 00:40:10,Mobile,2,791,1,0
T9012,C7940,4873.85,Transfer,"Lake Stephenstad, Mongolia",2025-02-08 13:52:40,Mobile,1,820,0,1
T9013,C9771,7919.99,Deposit,"Port Peter, Namibia",2025-02-11 03:05:54,POS Terminal,17,448,0,0
T9014,C6660,2609.11,Deposit,"Chanshire, Netherlands Antilles",2025-01-19 16:54:09,POS Terminal,19,518,1,0
T9015,C2402,5982.5,Transfer,"Lake Christopher, Niger",2025-02-02 05:58:24,Mobile,17,681,0,0
T9016,C6755,1270.15,Transfer,"Cohenton, Algeria",2025-01-12 17:03:55,Web,18,349,0,0
T9017,C5837,9661.44,Withdrawal,"New Melissa, Cook Islands",2025-01-06 08:41:08,POS Terminal,11,739,0,0
T9018,C1492,8545.84,Deposit,"South Nicholasport, Honduras",2025-01-12 13:48:51,Web,7,448,1,1
